1,0.0
2,0.0
5,0.0
7,28.57
8,25.0
10,20.0
11,18.18
13,23.080000000000002
14,28.57
15,26.669999999999998
17,35.29
18,38.89
20,45.0
22,40.910000000000004
23,43.480000000000004
25,40.0
26,42.309999999999995
27,44.440000000000005
28,42.86
30,46.67
36,47.22
37,45.95
38,47.370000000000005
39,48.72
41,51.22
42,50.0
43,48.84
44,47.73
45,46.67
46,45.65
47,46.81
48,45.83
51,45.1
53,45.28
56,44.64
57,43.86
59,45.76
63,47.620000000000005
65,46.150000000000006
66,45.45
67,44.78
68,44.12
69,43.480000000000004
74,45.95
75,45.33
76,46.050000000000004
77,45.45
78,44.87
81,44.440000000000005
84,45.24
86,44.190000000000005
88,44.32
89,44.940000000000005
91,45.050000000000004
92,44.57
94,44.68
97,45.36
98,44.9
99,44.440000000000005
104,45.190000000000005
106,44.34
108,44.440000000000005
109,44.95
110,44.55
112,44.64
116,44.83
117,44.440000000000005
122,45.08
123,44.72
125,44.0
126,43.65
128,43.75
129,43.41
130,43.08
131,43.51
132,43.18
133,42.86
134,43.28
136,44.12
137,43.8
138,43.480000000000004
141,43.97
143,43.36
144,43.75
147,44.22
150,43.33
154,43.51
155,43.230000000000004
156,43.59
157,43.309999999999995
162,45.06
163,45.4
170,45.879999999999995
171,46.2
172,45.93
173,46.239999999999995
176,46.589999999999996
178,47.19
179,46.93
181,46.96
182,46.7
186,47.31
190,46.839999999999996
191,46.6
195,46.67
197,47.21
198,46.97
201,46.27
202,46.04
203,45.81
204,46.08
205,45.85
206,46.12
209,45.93
211,45.97
214,45.79
216,46.300000000000004
217,46.08
221,46.150000000000006
223,46.19
225,46.22
228,46.489999999999995
231,46.75
236,47.46
238,47.06
239,46.86
240,46.67
242,46.69
251,46.22
253,46.25
255,46.27
257,46.300000000000004
258,46.12
259,46.33
265,45.660000000000004
267,45.32
270,44.81
273,44.690000000000005
275,44.73
276,44.57
277,44.4
278,44.24
279,44.09
281,44.13
286,44.41
287,44.6
288,44.440000000000005
291,44.330000000000005
293,44.03
295,43.730000000000004
298,43.62
299,43.480000000000004
301,43.85
302,43.71
303,43.56
304,43.419999999999995
305,43.61
306,43.46
310,43.55
314,43.309999999999995
316,43.669999999999995
317,43.85
321,43.61
323,43.65
324,43.519999999999996
327,44.04
330,43.94
331,43.81
332,43.669999999999995
334,44.01
335,43.88
336,43.75
338,43.49
339,43.36
340,43.24
342,43.269999999999996
344,43.309999999999995
347,43.519999999999996
349,43.55
350,43.43
351,43.59
354,43.5
356,43.26
357,43.419999999999995
361,43.769999999999996
362,43.65
363,43.53
364,43.41
369,43.36
371,43.13
372,43.28
375,43.47
378,43.39
379,43.269999999999996
380,43.16
385,43.38
387,43.669999999999995
389,43.96
392,44.13
397,44.330000000000005
400,44.25
401,44.14
402,44.03
404,44.06
405,44.2
406,44.330000000000005
408,44.12
409,44.01
413,44.31
414,44.2
417,43.88
419,43.91
421,43.71
423,43.74
424,43.63
